"CODIGO";"ID FABRICANTE";"CATEGORIA";"DETALLE";"IMAGEN";"IVA";"STOCK";"GARANTIA";"MONEDA";"PRECIO";"PRECIO FINAL";"COTIZACION DOLAR";"PRECIO PESOS SIN IVA";"PRECIO PESOS CON IVA";"ATRIBUTOS"
"104510";"F 3000";"ACCESORIOS";"FLUX PASTERMAX MAX 3000 EN GEL";"https://static.nb.com.ar/i/nb_FLUX-PASTERMAX-MAX-3000-EN-GEL_ver_14a5c6cfba2e1392ec711534e2a1509c.jpeg";"21.0%";"35";"6 meses";"U$S";"4.09";"4.95";"400";"1637.17";"1980.97";"PRESENTACION: Jeringa de 10cc en caja.
APARIENCIA: Gel transparente, amarillo a ámbar claro."
"102725";"CPU B30 BLANCA";"ACCESORIOS";"GRASA SILICONADA PASTERMAX PARA CPU B30 (BLANCA) PASTA TERMICA";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA-PASTERMAX-PARA-CPU-B30-(BLANCA)-PASTA-TERMICA_ver_62eedd6ee9a46873fa52cfcf391b3f09.jpeg";"21.0%";"35";"6 meses";"U$S";"3.31";"4";"400";"1323.39";"1601.3";"Rango de temperatura:30 a 240º C
Peso de la unidad:4 g
Modelo:B30
Color:Blanco
Tipo de envase:Jeringa"
"118324";"NGA-520 BL";"ACCESORIOS";"ACCESORIOS NOGANET CARGADOR 2A MICRO USB";"https://static.nb.com.ar/i/nb_ACCESORIOS-NOGANET-CARGADOR-2A-MICRO-USB_ver_f36c1227d34d414d5ddbed5f6ec15f91.jpg";"21.0%";"35";"12 meses";"U$S";"4.95";"5.99";"400";"1980.72";"2396.67";"Voltaje de entrada:220V
Condición del ítem:Nuevo
 Modelo del cargador:NGA-520
Voltaje de salida:5V
 Marca del cargador:Noga
Tipo de cargador:De pared
Tipo de velocidad de carga:Rápida
Tipo de conector:Micro-USB"
"103174";"CL-O020-PL00SW-A";"ACCESORIOS";"ACCESORIOS THERMALTAKE MEMORY LIGHTING KIT LED MEMORY";"https://static.nb.com.ar/i/nb_ACCESORIOS-THERMALTAKE-MEMORY-LIGHTING-KIT-LED-MEMORY_ver_387791e5b8f21f332fc5c62241cb91a5.jpeg";"21.0%";"4";"12 meses";"U$S";"76.23";"92.24";"400";"30493.04";"36896.57";"Interface:USB 2.0
Peso:168 g
Marca:Thermaltake
Código universal de producto:818241986201
Modelo:CL-O020-PL00SW-A
SKU:CL-O020-PL00SW-A
UPC:818241986201
Requisitos del sistema:Windows 7 / 8 / 8.1 / 10
Voltaje de alimentación: 5V"
"118032";"24679";"ACCESORIOS";"POWERBANK TRUST PRIMO 5000 ECO";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-PRIMO-5000-ECO_ver_dbf92bac4d920ff035ffb29e904168a7.png";"21.0%";"23";"12 meses";"U$S";"40.52";"49.03";"400";"16206.8";"19610.23";"Watt-hour rating:18.5 Wh
Number of USB ports:2
Input port: micro-USB USB-C
Input power:Input power
 Safe & certified battery:yes
Fast re-charging:yes
 Flashlight:no
Battery capacity (mAh):5000 mAh
Accessories:USB-C charge cable
Indicators:Battery level"
"108592";"RC21-01560100-R3U1";"ACCESORIOS";"ACCESORIOS RAZER BUNGEE V3";"https://static.nb.com.ar/i/nb_ACCESORIOS-RAZER-BUNGEE-V3_ver_41618a804791085a18b31ef24d9d0600.jpeg";"21.0%";"35";"12 meses";"U$S";"29.1";"35.21";"400";"11639.38";"14083.64";"Marca:Razer
Código universal de producto:8886419313588
Modelo:Mouse Bungee v3
Brazo :de resorte con abrazadera de presión para cables para un control sin arrastre del cable
Base :antideslizante con peso para mayor estabilidad"
"102524";"AC-040-A31NAN-C1";"ACCESORIOS";"ACCESORIOS THERMALTAKE CORE P5 AIO BRACKET BLACK";"https://static.nb.com.ar/i/nb_ACCESORIOS-THERMALTAKE-CORE-P5-AIO-BRACKET-BLACK_ver_0e85b46d454a2e6b843abf463d4d77a8.jpeg";"21.0%";"35";"12 meses";"U$S";"23.25";"28.14";"400";"9301.69";"11255.05";"Alto:140 mm
Ancho:243 mm
Largo:30000 mm"
"102857";"AEX500U3-CRD";"ACCESORIOS";"ACCESORIOS ADATA carry GABINETE P/SSD EX500 RED";"https://static.nb.com.ar/i/nb_ACCESORIOS-ADATA-carry-GABINETE-P/SSD-EX500-RED_ver_54e15d6dfec0ebbc40dca605d523f2ad.jpeg";"21.0%";"12";"12 meses";"U$S";"20.8";"25.17";"400";"8320.44";"10067.73";"Marca:Adata
Tamaños compatibles:2,5""
Interfaces externas:USB 3.1
Código universal de producto:4712366969636
Incluye kit de instalación:No
Incluye cable USB:Sí
Interfaces internas:SATA III
Modelo:EX500
Altura del paquete:2.8 cm
Largo del paquete:15.2 cm
Peso del paquete:100 g
Ancho del paquete:12.2 cm
SKU:AEX500U3-CRD
Tipo de disco soportado:HDD/SSD"
"118308";"929002532112";"ACCESORIOS";"ACCESORIOS WIZ HUE CABLE 1M 800LM EXTENSION";"https://static.nb.com.ar/i/nb_ACCESORIOS-WIZ-HUE-CABLE-1M-800LM-EXTENSION_ver_8461d861492e7cc336fc45162a8f2c32.jpg";"10.5%";"9";"6 meses";"U$S";"14.85";"16.41";"400";"5941.22";"6565.05";"Marca:Wiz
Incluye fuente de alimentación:Sí
Condición del ítem:Nuevo
Largo:1 m
Modelo:929002532112
Potencia por metro:11 W
Voltaje:110V/220V
Con Wi-Fi:Sí"
"108780";"RC21-01520100-R3U1";"ACCESORIOS";"ACCESORIOS RAZER BUNGEE V3 CHROMA";"https://static.nb.com.ar/i/nb_ACCESORIOS-RAZER-BUNGEE-V3-CHROMA_ver_58daa88da21700f286f01692139d8d95.jpg";"21.0%";"30";"12 meses";"U$S";"61.48";"74.39";"400";"24591.17";"29755.31";"Marca:Razer
Código universal de producto:8886419313564
Modelo:Mouse Bungee v3 Chroma
Iluminación :Chroma? RGB"
"101139";"BA-PUCKR-W1";"ACCESORIOS";"ACCESORIOS PORTA AURICULARES NZXT PUCK  WHITE";"https://static.nb.com.ar/i/nb_ACCESORIOS-PORTA-AURICULARES-NZXT-PUCK--WHITE_ver_5a6317c1cded8b56506934e4dabe42ee.jpeg";"21.0%";"35";"12 meses";"U$S";"35.6";"43.08";"400";"14240.61";"17231.14";"Marca:NZXT
EAN:5060301693504
Código universal de producto:5060301693504
Modelo:BA-PUCKR-W1
SKU:BA-PUCKR-W1"
"111771";"ADAPT VGA/DVI";"ACCESORIOS";"ACCESORIOS GENERICO ADAPTADOR VGA/DVI";"https://static.nb.com.ar/i/nb_ACCESORIOS-GENERICO-ADAPTADOR-VGA/DVI_ver_a9eb7d7d86b1d8d0cf2da450dd8927c8.jpg";"21.0%";"16";"-";"U$S";"14.67";"17.75";"400";"5866.56";"7098.54";"Conector de salida:DVI-I Dual Link
Conector de entrada:VGA
Cantidad de conectores de entrada:1
Modelo:24+1
Cantidad de conectores de salida:1
SKU:24+1"
"104935";"23647";"ACCESORIOS";"ACCESORIOS PORTA AURICULARES TRUST GXT 265 CINTAR RGB";"https://static.nb.com.ar/i/nb_ACCESORIOS-PORTA-AURICULARES-TRUST-GXT-265-CINTAR-RGB_ver_9aa21a53281c1ba04ba5addcad773562.png";"21.0%";"31";"12 meses";"U$S";"46.42";"56.16";"400";"18566.6";"22465.59";"Power switch:no
Cable length main cable: 150 cm
Number of USB ports:2
USB version:2.0
Lights:yes
Compatible Device Types:laptop, pc
Compatible Consoles:no
Peso del producto (neto): 425 gPeso del producto (:425 g"
"117731";"9290025248";"ACCESORIOS";"ACCESORIOS WIZ HUE CABLE 2M RGB LEDSTRIP STARKIT TYPE-C";"https://static.nb.com.ar/i/nb_ACCESORIOS-WIZ-HUE-CABLE-2M-RGB-LEDSTRIP-STARKIT-TYPE-C_ver_605ba0c0b902ccf6eb2cd96cdf99d040.jpg";"10.5%";"8";"6 meses";"U$S";"50.16";"55.42";"400";"20063.04";"22169.66";"Marca:Wiz
Incluye fuente de alimentación:Sí
Condición del ítem:Nuevo
Modelo:929002524812
Potencia por metro:20 W
Embalaje del envío:Caja
Largo:2 m
Voltaje:110V/220V
Con Wi-Fi:Sí"
"111356";"PASTERMAX A90";"ACCESORIOS";"GRASA SILICONADA PASTERMAX PARA CPU A90 (GRIS) PASTA TERMICA";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA-PASTERMAX-PARA-CPU-A90-(GRIS)-PASTA-TERMICA_ver_0d426d3d47870345f4bbaad433929155.jpg";"21.0%";"35";"6 meses";"U$S";"5.81";"7.03";"400";"2325.15";"2813.43";"Marca:Pastermax
Código universal de producto:7798365790041
Modelo:A90 ALUMINIO
Tipo de envase:Jeringa en caja
Formato de venta:Unidad
Peso de la unidad:4 g"
"7557";"-";"ACCESORIOS";"ACCESORIOS SFX FICHA HDMI A DVI";"https://static.nb.com.ar/i/nb_ACCESORIOS-SFX-FICHA-HDMI-A-DVI_ver_cf9fe8902fa5f652d66f4ee9d1b2ee89.jpeg";"21.0%";"35";"12 meses";"U$S";"7.88";"9.53";"400";"3151.23";"3812.99";"Modelo:HDMI a DVI
Conector de entrada:HDMI
Conector de salida:DVI"
"102393";"CPU G60 GRIS";"ACCESORIOS";"GRASA SILICONADA  PASTERMAX PARA CPU G60 (GRIS) PASTA TERMICA";"https://static.nb.com.ar/i/nb_GRASA-SILICONADA--PASTERMAX-PARA-CPU-G60-(GRIS)-PASTA-TERMICA_ver_e181dc42479b07630704d262a9911623.jpeg";"21.0%";"35";"6 meses";"U$S";"4.34";"5.25";"400";"1735.91";"2100.45";"Marca:PASTERMAX
Color:Plateado
Código universal de producto:841163042656
Es adhesivo:No
Largo:10 cm
Modelo:G60
SKU:PASTERC60
Unidades por envase:1"
"117922";"929003067501";"ACCESORIOS";"ACCESORIOS PHILIPS HUE MOTION SENSOR UK";"https://static.nb.com.ar/i/nb_ACCESORIOS-PHILIPS-HUE-MOTION-SENSOR-UK_ver_ebe5e43a4978e5cd47031c3f5a254786.jpg";"21.0%";"6";"12 meses";"U$S";"48.47";"58.65";"400";"19389.77";"23461.62";"Marca:Philips
Tipos de detectores:movimiento
Tipo de dispositivo:Sensor
Código universal de producto:8719514342125
Es inalámbrico:Sí
Condición del ítem:Nuevo
Línea:hue
Modelo:hue
SKU:8719514342125
Tipos de sensores:movimiento
Con Wi-Fi:No"
"102536";"AC-HUEHU-B1";"ACCESORIOS";"ACCESORIOS NZXT HUE 2 KIT ILUMINACION AMBIENTE RGB 27-35";"https://static.nb.com.ar/i/nb_ACCESORIOS-NZXT-HUE-2-KIT-ILUMINACION-AMBIENTE-RGB-27-35_ver_89b7aadbc3c79a84972a82cbee5cbd8e.png";"21.0%";"5";"12 meses";"U$S";"263.54";"318.88";"400";"105416.03";"127553.4";"Dimensiones del producto:76 x 100 x 15mm
Voltaje de salida:12V DC
Largo del cable LED:300mm x4, 250mm x4
Marca:NZXT
EAN:5060301694297
Código universal de producto:5060301694297
Modelo:AC-HUEHU-A1
Voltaje de salida:5V DC"
"102535";"AC-HUEHU-A1";"ACCESORIOS";"ACCESORIOS NZXT HUE 2 KIT ILUMINACION AMBIENTE RGB 21-26";"https://static.nb.com.ar/i/nb_ACCESORIOS-NZXT-HUE-2-KIT-ILUMINACION-AMBIENTE-RGB-21-26_ver_abfaa56e00e1654815e87f7de5090dd7.jpg";"21.0%";"15";"12 meses";"U$S";"248.69";"300.92";"400";"99477.09";"120367.28";"Marca:NZXT
EAN:5060301694297
Código universal de producto:5060301694297
Modelo:AC-HUEHU-A1
Dimensiones del producto:76 x 100 x 15mm,
Voltaje de salida:5V DC
Voltaje de entrada:12V DC, 2A
Largo del cable LED:300mm x2, 250mm x4, 200mm x2"
"4851";"OSEN-001LX";"ACCESORIOS";"OUTLET ACCESORIOS NZXT CONTROL FAN SENTRY LX";"https://static.nb.com.ar/i/nb_OUTLET-ACCESORIOS-NZXT-CONTROL-FAN-SENTRY-LX_ver_cac5016c0c2f6dea7ac488c8da84dd85.jpg";"10.5%";"1";"3 meses";"U$S";"91.22";"100.8";"400";"36487.57";"40318.76";"CONDICION:OUTLET"
"102936";"AH-2UGKK-A1";"ACCESORIOS";"ACCESORIOS NZXT HUE 2 RGB UNDERGLOW";"https://static.nb.com.ar/i/nb_ACCESORIOS-NZXT-HUE-2-RGB-UNDERGLOW_ver_4f3230bb8295d12559e97dc8278a15cb.jpeg";"21.0%";"14";"12 meses";"U$S";"82.1";"99.34";"400";"32840.48";"39736.99";"Marca:NZXT
EAN:5060301694327
Código universal de producto:5060301694327,815671014023
Modelo:AH-2UGKK-A1
UPC:815671014023"
"111355";"PASTERMAX AISO";"ACCESORIOS";"ALCOHOL ISOPROPILICO PASTERMAX X 500 ML";"https://static.nb.com.ar/i/nb_ALCOHOL-ISOPROPILICO-PASTERMAX-X-500-ML_ver_7d56c79c24f2159d0837e54caf1a6753.jpg";"21.0%";"35";"6 meses";"U$S";"8.06";"9.75";"400";"3222.16";"3898.81";"Marca:PasterMax
Es inflamable:Sí
Modelo:Alchool
Tipo de envase:Botella
SKU:4814
Volumen de la unidad:500 mL"
"101286";"BA-PCKRT-RD";"ACCESORIOS";"ACCESORIOS PORTA AURICULARES NZXT PUCK RED";"https://static.nb.com.ar/i/nb_ACCESORIOS-PORTA-AURICULARES-NZXT-PUCK-RED_ver_403a5fb7b2ad19d2fe36e85e3657df96.png";"21.0%";"35";"12 meses";"U$S";"35.6";"43.08";"400";"14240.61";"17231.14";"Marca:NZXT
EAN:5060301693504
Código universal de producto:5060301693504
Modelo:Puck Red
SKU:BA-PCKRT-RD"
"118031";"24677";"ACCESORIOS";"POWERBANK TRUST PRIMO 15000 ECO";"https://static.nb.com.ar/i/nb_POWERBANK-TRUST-PRIMO-15000-ECO_ver_ec5f9e567769d2d413913693d288fbdf.png";"21.0%";"18";"12 meses";"U$S";"81.69";"98.84";"400";"32674";"39535.54";"Accessories:USB-C charge cable
 Indicators: Battery level
Battery capacity (mAh):15000 mAh
Input power:5V/2A/10W-15W
Battery voltage (Volt):3.7 V
Flashlight:no
Battery composition (Alkaline, Li-ion, etc.):Lithium-ion polymer
Number of cells:3
Total weight: 340 g
Protections:over-charge, over-current, over-discharge, over-heat, over-load, short-circuit
Number of USB ports:3"
"118309";"EP-DX310JBEGWW";"ACCESORIOS";"ACCESORIOS SAMSUNG CABLE C A C 1.8M 3A 60W";"https://static.nb.com.ar/i/nb_ACCESORIOS-SAMSUNG-CABLE-C-A-C-1.8M-3A-60W_ver_3e3cb020a88e645ece7611d01f22c606.jpg";"21.0%";"18";"12 meses";"U$S";"23.63";"28.6";"400";"9453.45";"11438.68";"Conector de salida:USB-C
Marca del cable:Samsung
Largo del cable:1.8 m
Marcas de productos compatibles:Todas las marcas
Modelos de productos compatibles:Todas las marcas
Tipo de cable de datos:USB
Código universal de producto:8806094043716
Condición del ítem:Nuevo
Modelo del cable:EP-DX310JBEGWW
Conector de entrada:USB-C"
"101404";"BA-PCKRT-PP";"ACCESORIOS";"ACCESORIOS PORTA AURICULARES NZXT PUCK PURPLE";"https://static.nb.com.ar/i/nb_ACCESORIOS-PORTA-AURICULARES-NZXT-PUCK-PURPLE_ver_13c84c747c0a7415eab120480f650d65.png";"21.0%";"2";"12 meses";"U$S";"35.6";"43.08";"400";"14240.61";"17231.14";"Marca:NZXT
Código universal de producto:815671013279
Modelo:BA-PCKRT-PP
SKU:BA-PCKRT-PP
UPC:815671013279"
"102961";"5J.JCK28.L01";"ACCESORIOS";"BENQ QP01 DONGLE QCAST HDMI INALAMBRICO";"https://static.nb.com.ar/i/nb_BENQ-QP01-DONGLE-QCAST-HDMI-INALAMBRICO_ver_19bddbef3cfc90ac1e7f3f74aa1096be.jpeg";"10.5%";"2";"24 meses";"U$S";"192.01";"212.17";"400";"76805.12";"84869.65";"Modelo alfanumérico:QCAST
Marca:BenQ
Capacidad:0 GB
Línea:STEAMING
Resolución máxima de video:1080
Modelo:QCAST
Puertos de salida:HDMI, USB, WIFI
Memoria RAM:0 GB
Tipo de control remoto:NO
Modelo alfanumérico:5J.JCK28.L01
Marca:BenQ
Línea:OFICINA
Resolución máxima de video:Full HD 1080p
Modelo:QP01 L WiFi
Tipo de control remoto:Estándar"
"116467";"M022-10-000178";"ACCESORIOS";"ACCESORIOS EVGA BRACKET IO INTEL LGA1700 RETENTION KIT";"https://static.nb.com.ar/i/nb_ACCESORIOS-EVGA-BRACKET-IO-INTEL-LGA1700-RETENTION-KIT_ver_5ea374cfac7e33e6c933422cce463c18.jpeg";"21.0%";"20";"6 meses";"U$S";"23.15";"28.01";"400";"9261";"11205.81";"Marca:EVGA
Retention :LGA1700"
"109220";"EFCA500BWEGW";"ACCESORIOS";"ACCESORIOS SAMSUNG S VIEW COVER A5 BLANCO";"https://static.nb.com.ar/i/nb_ACCESORIOS-SAMSUNG-S-VIEW-COVER-A5-BLANCO_ver_6614acda4f0ef4cca44fd3cb21a6bc39.jpeg";"21.0%";"10";"12 meses";"U$S";"1.79";"2.17";"400";"716";"866.36";"Marca de la Funda:Samsung
Material:Cuero
Tipo de funda:Flip Cover Ventana
Marca del Celular:Samsung
Línea del celular:Galaxy
Modelo del Celular:S5
Imán:Sí
Modelo de la Funda:S View Cover
Con carga inalámbrica:No"
"104940";"24036";"AURICULARES";"AURICULAR Y WEBCAM TRUST DOBA HOME OFFICE";"https://static.nb.com.ar/i/nb_AURICULAR-Y-WEBCAM-TRUST-DOBA-HOME-OFFICE_ver_eddaaf3f102e54f95ae6ea188faac671.jpg";"21.0%";"10";"12 meses";"U$S";"62.66";"75.82";"400";"25062.91";"30326.12";"Marca:Trust
Código universal de producto:8713439240368
Interfaces:USB
Modelo:Doba
Resolución de imagen:8 Mpx
Resolución de video:HD 720p
Con micrófono incorporado:Sí"
"108601";"23148";"AURICULARES";"TRUST GAMING BUNDLE 4EN1 GXT1180RW";"https://static.nb.com.ar/i/nb_TRUST-GAMING-BUNDLE-4EN1-GXT1180RW_ver_bdcc946ca2fd5f301b482cd4f9cfab1f.png";"10.5%";"10";"12 meses";"U$S";"46.45";"51.33";"400";"18581.48";"20532.54";"Marca:Trust
Incluye batería:No
Incluye auriculares:Sí
Incluye mouse pad:Sí
Incluye parlantes:No
Es gamer:Sí
Es recargable:No
Es inalámbrico:No
Color de la retroiluminación del teclado:Arcoíris
Modelo del teclado:GXT 830RW Avonn
Tipo de switch del teclado:Membrana
Modelo:GXT 1180RW Gaming Bundle 4 in 1
Color de la retroiluminación del mouse:Multicolor
Modelo del mouse:GXt 105 Izza
Resolución del sensor del mouse:2400 dpi
Tipo de sensor del mouse:Óptico"
"104939";"21665";"AURICULARES";"AURICULAR TRUST PRIMO";"https://static.nb.com.ar/i/nb_AURICULAR-TRUST-PRIMO_ver_7b23b81169252c176a00f8a9ec4fae50.jpeg";"21.0%";"10";"12 meses";"U$S";"8.72";"10.56";"400";"3489.44";"4222.22";"Formato del auricular::Headset
Es gamer::no
Con micrófono::Si
Modelo alfanumérico:primo 	21665
Es inalámbrico::no
Línea:primo"
"103809";"23310";"AURICULARES";"AURICULAR GAMER TRUST ZAMAK PREMIUM GXT 414";"https://static.nb.com.ar/i/nb_AURICULAR-GAMER-TRUST-ZAMAK-PREMIUM-GXT-414_ver_8c4d4387622ee32a2de9d581f94d2e80.jpeg";"21.0%";"10";"12 meses";"U$S";"82.91";"100.32";"400";"33165.12";"40129.8";"Marca:Trust
Largo del cable:100 cm
Formato:Headset
Impedancia:64 O
Incluye micrófono:Sí
Es gamer:Sí
Es a prueba de agua:No
Línea:Headset
Modelo:NN103809
Sensibilidad:110 dB
Con Bluetooth:No
Marca:Trust
Largo del cable:1 m
Formato:Headset
Marca:Trust
Largo del cable:1 m
Formato:Headset
Incluye micrófono:Sí
Es gamer:Sí
Línea:Headset
Modelo:GXT 414
Con Bluetooth:No
Incluye micrófono:Sí
Es gamer:Sí
Línea:Headset
Modelo:GXT 414
Con Bluetooth:No"
"103811";"23249";"AURICULARES";"AURICULAR GAMER TRUST CARUS PS4 GXT 322B";"https://static.nb.com.ar/i/nb_AURICULAR-GAMER-TRUST-CARUS-PS4-GXT-322B_ver_322747ef7cc5426d615bcff484c794d6.jpeg";"21.0%";"10";"12 meses";"U$S";"35.11";"42.48";"400";"14043.46";"16992.58";"Con recepción inalámbrica:No
Modelo alfanumérico:GXT 322B
Marca:Trust
Largo del cable:1 m
Formato:Headset
Incluye micrófono:Sí
Es gamer:Sí
Modelo:GXT 322B
Con Bluetooth:No"
"110938";"O31710007400";"AURICULARES";"OUTLET AURICULAR GAMER GX GAMING GENIUS ES G560 BLACK";"https://static.nb.com.ar/i/nb_OUTLET-AURICULAR-GAMER-GX-GAMING-GENIUS-ES-G560-BLACK_ver_1a85cd4983fdd654bae76a579ae009ae.jpeg";"21.0%";"2";"3 meses";"U$S";"19.65";"23.78";"400";"7861.39";"9512.28";"CONDICION:OUTLET"
"117510";"RZ04-03970300-R3U1";"AURICULARES";"AURICULAR GAMER RAZER KAIRA X FOR XBOX WHITE";"https://static.nb.com.ar/i/nb_AURICULAR-GAMER-RAZER-KAIRA-X-FOR-XBOX-WHITE_ver_6b58bb95a0ac7a7ae83427f4c0d31a35.jpeg";"21.0%";"10";"12 meses";"U$S";"122.41";"148.11";"400";"48963.35";"59245.65";"Alcance inalámbrico:10 m
Con Bluetooth:Sí
Con micrófono:Sí
Compatibility:	Xbox, PC, Mac, Nintendo Switch and Mobile Devices
Marca:Razer
Respuesta en frecuencia:20 Hz - 20 kHz
Código universal de producto:8886419379218
Línea:Kaira
Es gamer:Sí
Es inalámbrico:No
Condición del ítem:Nuevo
Fabricante:Razer
Volume Control:	Yes (VOL + and VOL ? Wheel)
Driver Type:	Razer TriForce
Connection Type:	Direct to Xbox / PC via 3.5mm Connection
Modelo:Kaira X For xBox
Sensibilidad:3 dB
Con Bluetooth:No
Con micrófono:Sí
Marca:Razer
Código universal de producto:8886419379676
Es gamer:Sí
Es monoaural:No
Es inalámbrico:Sí
Condición del ítem:Nuevo
Línea:Kaira
Fabricante:Razer"
"101440";"31710006400";"AURICULARES";"AURICULAR GENIUS HS-M300 BLACK";"https://static.nb.com.ar/i/nb_AURICULAR-GENIUS-HS-M300-BLACK_ver_c88b65155db7dcd139975d9882d8f4b2.jpeg";"21.0%";"10";"12 meses";"U$S";"17.74";"21.47";"400";"7097.73";"8588.26";"Modelo alfanumérico:HS-M300
Marca:Genius
Formato:In-Ear
Incluye micrófono:Sí
Línea:Genius
Modelo:HS-M300
Con Bluetooth:No
Con recepción inalámbrica:No
Unidad de potencia:f10
Sensibilidad:88 dB ± 3 dB @ 1K Hz
Frecuencia:20 Hz ? 20K Hz
Largo del cable:1.1 m
Impedancia:16 ± 15% O
Peso:12 gr"
"116411";"23703";"AURICULARES";"AURICULAR TRUST NIKA TOUCH BT MINT";"https://static.nb.com.ar/i/nb_AURICULAR-TRUST-NIKA-TOUCH-BT-MINT_ver_ef7c0f0905191107fb4488831bb0c8ac.png";"21.0%";"3";"12 meses";"U$S";"51.24";"62";"400";"20495.21";"24799.21";"Bluetooth version:	5.0
Echo cancellation:	yes
Controls:on/off, play controls, voice assistant
Remote control:on earcap
Sound reproduction:Stereo
Playing time:16 hours
Power source:micro-USB
Earcup type:in-ear
LED indicator functions:pairing
LED indicators:	yes
Frequency response microphone:80 Hz - 8000 Hz
Bluetooth:yes
Connection type:wireless
Controls on earcap:yes
Audio channels:2.0
Frequency response:20 Hz - 20000 Hz
Max battery life - music:6 hours"
"103808";"20865";"AURICULARES";"AURICULAR GAMER TRUST CARUS JUNGLE GXT 322C";"https://static.nb.com.ar/i/nb_AURICULAR-GAMER-TRUST-CARUS-JUNGLE-GXT-322C_ver_ac24fb8cc58bfb5e122c9fe1080b37be.jpg";"21.0%";"10";"12 meses";"U$S";"35.11";"42.48";"400";"14043.46";"16992.58";"Marca:Trust
Largo del cable:100 cm
Formato:Headset
Impedancia:32 O
Incluye micrófono:Sí
Es gamer:Sí
Línea:Gaming
Modelo:Carus
Sensibilidad:112 dB
Con Bluetooth:No
Con recepción inalámbrica:No
Modelo alfanumérico:GXT 322
Marca:Trust Gaming
Largo del cable:124822 m
Formato:Headset
Incluye micrófono:Sí
Es gamer:Sí
Modelo:GXT 322C
Con Bluetooth:No
Con recepción inalámbrica:No
Modelo alfanumérico:GXT-322C"
"103261";"ORZ04-02230100-R3U1";"AURICULARES";"OUTLET AURICULAR GAMER RAZER THRESHER 7.1 WIR PS4";"https://static.nb.com.ar/i/nb_OUTLET-AURICULAR-GAMER-RAZER-THRESHER-7.1-WIR-PS4_ver_b59da99933cc1b6bc96f53dc75ba35f0.jpeg";"21.0%";"2";"3 meses";"U$S";"220.1";"266.32";"400";"88040.27";"106528.72";"Aclaración:Todas las imágenes son ilustrativas.
Detalle del outlet:Consulte, es posible que el producto tenga algún faltante o la caja se encuentre en mal estado etc."
"103500";"RZ04-02950100-R381";"AURICULARES";"AURICULAR GAMER RAZER KRAKEN X LITE";"https://static.nb.com.ar/i/nb_AURICULAR-GAMER-RAZER-KRAKEN-X-LITE_ver_7f2d0e7fc013f3e3bbecca9650cf7428.jpeg";"21.0%";"10";"12 meses";"U$S";"79.24";"95.88";"400";"31695.3";"38351.31";"Modelo alfanumérico:Kraken X Lite
Marca:Razer
Formato:Headset
Incluye micrófono:Sí
Frecuencia de respuesta:12 Hz?28 kHz
Impedancia:32 O a 1 kHz
Sensibilidad:109 dB
Diámetro interno:65 x 44 mm
Tipo de conexión:3.5 mm
Longitud del cable:1.3 m
Peso:250 g
Frecuencia de respuesta:100 Hz - 10 kHz
Relación señal/ruido:> 60 dB
Sonido envolvente:7.1
Línea:Kraken
Modelo:Kraken X Lite
Con Bluetooth:No
Con recepción inalámbrica:No
Sensibilidad:-45 ± 3 dB"
"104845";"23782";"AURICULARES";"AURICULAR TRUST PRIMO TOUCH BT PINK";"https://static.nb.com.ar/i/nb_AURICULAR-TRUST-PRIMO-TOUCH-BT-PINK_ver_2d87c976017beaa2080dbfd45480ba9e.png";"21.0%";"10";"12 meses";"U$S";"36.58";"44.26";"400";"14632.4";"17705.2";"Accesorios incluidos:Cable de carga
Duración de la batería:9 h
Marca:Trust
Tipo de conector:Inalámbrico
Unidad de diafragma:8 mm
Respuesta en frecuencia:20 Hz - 20 kHz
Formato del auricular:In-ear
Es gamer:No
Es monoaural:No
Es inalámbrico:Sí
Línea:Earphones
Modelo:Primo Touch Bluetooth Wireless
Sensibilidad:102 dB
Con carga inalámbrica:Sí
Alcance inalámbrico:10 m
Con Bluetooth:Sí
Con luz LED:No
Con micrófono:Sí"
"109281";"O22208";"AURICULARES";"OUTLET AURICULAR GAMER TRUST RADIUS GXT310D DESERT";"https://static.nb.com.ar/i/nb_OUTLET-AURICULAR-GAMER-TRUST-RADIUS-GXT310D-DESERT_ver_e71d57fe31c0074f5e8749ef14faae8c.png";"21.0%";"2";"3 meses";"U$S";"37.92";"45.88";"400";"15166.17";"18351.06";"CONDICION:OUTLET"
"109457";"ORZ04-03180100-R3U1";"AURICULARES";"OUTLET AURICULAR GAMER RAZER KRAKEN ULTIMATE BLACK";"https://static.nb.com.ar/i/nb_OUTLET-AURICULAR-GAMER-RAZER-KRAKEN-ULTIMATE-BLACK_ver_a0c977c9112ac8b64a72231bed711764.jpeg";"21.0%";"1";"3 meses";"U$S";"147.7";"178.72";"400";"59079.48";"71486.18";"CONDICION:OUTLET "
